Article.ID,Author,Journal,Year,Consumer.Sp,Habitat,Trophic.Level,Defence,Comparison.ID,mean,n,sd,Trait,n_foods,treat,Trait_type,M.F
a21,Camus,Aquaculture Research,2012,Euterpina_acutifrons,Marine,Primary.Consumer,N,c36,8.33,6,2.922964676,Daily.Naupliar.Production,2,mix,Repro,F
a21,Camus,Aquaculture Research,2012,Euterpina_acutifrons,Marine,Primary.Consumer,N,c36,5.88,6,1.948643118,Daily.Naupliar.Production,2,mix,Repro,F
a21,Camus,Aquaculture Research,2012,Euterpina_acutifrons,Marine,Primary.Consumer,N,c36,11,6,4.628027404,Daily.Naupliar.Production,3,mix,Repro,F
a22,Caramujo,Journal of the North American Benthological Society,2005,Attheyella_trispinosa,Marine,Primary.Consumer,N,c37,622.55,11,6.06,Size,1,single,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Attheyella_trispinosa,Marine,Primary.Consumer,N,c37,629.7,9,11.14,Size,1,single,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Attheyella_trispinosa,Marine,Primary.Consumer,N,c37,682.45,9,12.19,Size,2,mix,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Attheyella_trispinosa,Marine,Primary.Consumer,N,c37,683.25,9,10.47,Size,3,mix,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Bryocamptus_minutus,Marine,Primary.Consumer,N,c38,496.45,11,5.92,Size,1,single,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Bryocamptus_minutus,Marine,Primary.Consumer,N,c38,489.7,11,11.13,Size,1,single,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Bryocamptus_minutus,Marine,Primary.Consumer,N,c38,491.2,11,11.3,Size,2,mix,Size,any
a22,Caramujo,Journal of the North American Benthological Society,2005,Bryocamptus_minutus,Marine,Primary.Consumer,N,c38,493.05,11,10.57,Size,3,mix,Size,any
a23,Carbajal-Miranda,Journal of Shellfish Research,2005,Haliotis_rufescens,Marine,Primary.Consumer,N,c39,16.19,30,47.12019206,Live.Weight,1,single,Size,any
a23,Carbajal-Miranda,Journal of Shellfish Research,2005,Haliotis_rufescens,Marine,Primary.Consumer,N,c39,9.23,30,26.06419767,Live.Weight,1,single,Size,any
a23,Carbajal-Miranda,Journal of Shellfish Research,2005,Haliotis_rufescens,Marine,Primary.Consumer,N,c39,9.99,30,36.78067563,Live.Weight,2,mix,Size,any
a24,Carcamo,Aquaculture,2005,Loxechinus_albus,Marine,Primary.Consumer,N,c40,313.1578947,60,36.84210526,Echinus.Rudiment.Diameter,1,single,Size,any
a24,Carcamo,Aquaculture,2005,Loxechinus_albus,Marine,Primary.Consumer,N,c40,320.1754386,60,33.33333333,Echinus.Rudiment.Diameter,2,mix,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c42,1.927455,14,0.4885385,Growth.Rate.17C,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c42,1.026543,14,0.4195728,Growth.Rate.17C,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c42,2.041206,14,0.4138956,Growth.Rate.17C,2,mix,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c43,1.975172,14,0.1443677,Growth.Rate.17-25C,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c43,0.8390385,14,0.3897141,Growth.Rate.17-25C,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c43,1.908232,14,0.4094208,Growth.Rate.17-25C,2,mix,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c44,0.7768633,14,0.1163905,Growth.Rate.17-25C+25CHW,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c44,0.7861885,14,0.3701063,Growth.Rate.17-25C+25CHW,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c44,1.316755,14,0.3595617,Growth.Rate.17-25C+25CHW,2,mix,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c45,0.5859565,14,0.1875625,Growth.Rate.25C,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c45,0.2765361,14,0.1640722,Growth.Rate.25C,1,single,Size,any
a25,Carreira,Ecology,2016,Discoglossus_galganoi,Marine,Secondary.Consumer,N,c45,1.419016,14,0.3320197,Growth.Rate.25C,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c46,4.053608,14,1.345499,Growth.Rate.17C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c46,4.89059,14,1.442211,Growth.Rate.17C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c46,5.358315,14,2.131906,Growth.Rate.17C,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c47,5.834243,14,1.850322,Growth.Rate.17-25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c47,7.2128,14,0.3666345,Growth.Rate.17-25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c47,7.83643,14,2.833943,Growth.Rate.17-25C,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c48,6.958423,14,1.369672,Growth.Rate.17-25C+25CHW,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c48,7.450757,14,2.611689,Growth.Rate.17-25C+25CHW,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c48,8.172857,14,2.993943,Growth.Rate.17-25C+25CHW,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c49,6.285557,14,2.066121,Growth.Rate.25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c49,9.871453,14,1.451441,Growth.Rate.25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_arborea,Marine,Secondary.Consumer,N,c49,9.1001,14,2.072974,Growth.Rate.25C,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c50,4.578387,7,1.050434,Growth.Rate.17C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c50,2.98174,7,0.3746435,Growth.Rate.17C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c50,4.978697,7,0.9750267,Growth.Rate.17C,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c51,1.918064,7,0.6773571,Growth.Rate.17-25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c51,4.695207,7,0.6532762,Growth.Rate.17-25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c51,6.451725,7,0.791665,Growth.Rate.17-25C,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c52,3.593923,7,0.7389942,Growth.Rate.17-25C+25CHW,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c52,7.11505,7,1.094636,Growth.Rate.17-25C+25CHW,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c52,8.999273,7,0.6158954,Growth.Rate.17-25C+25CHW,2,mix,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c53,3.706705,7,0.7987548,Growth.Rate.25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c53,7.821442,7,0.7724227,Growth.Rate.25C,1,single,Size,any
a25,Carreira,Ecology,2016,Hyla_meridionalis,Marine,Secondary.Consumer,N,c53,9.40512,7,1.966068,Growth.Rate.25C,2,mix,Size,any
a26,Carreira,PLOS One,2017,Procambarus_clarkii,Marine,Secondary.Consumer,N,c41,8.051392,5,0.6768073,Juvenile.Growth.Rate.17-25C,1,single,Size,M/F
a26,Carreira,PLOS One,2017,Procambarus_clarkii,Marine,Secondary.Consumer,N,c41,4.38972,10,5.674908,Juvenile.Growth.Rate.17-25C,1,single,Size,M/F
a26,Carreira,PLOS One,2017,Procambarus_clarkii,Marine,Secondary.Consumer,N,c41,12.91221,10,7.269462,Juvenile.Growth.Rate.17-25C,2,mix,Size,M/F
a27,Castilla-Gavilan,Aquaculture,2018,Paracentrotus_lividus,Marine,Primary.Consumer,N,c54,374.0449572,30,45.09299156,Body.Length,1,single,Size,any
a27,Castilla-Gavilan,Aquaculture,2018,Paracentrotus_lividus,Marine,Primary.Consumer,N,c54,456.7384126,30,34.26901196,Body.Length,1,single,Size,any
a27,Castilla-Gavilan,Aquaculture,2018,Paracentrotus_lividus,Marine,Primary.Consumer,N,c54,412.7360255,30,43.28717298,Body.Length,1,single,Size,any
a27,Castilla-Gavilan,Aquaculture,2018,Paracentrotus_lividus,Marine,Primary.Consumer,N,c54,462.6067237,30,64.93075946,Body.Length,3,mix,Size,any
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c320,13.8,40,0.6244998,Development.Time,1,single,DevTime,any
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c320,13,45,0.663324958,Development.Time,2,mix,DevTime,any
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c321,16.6,38,0.608276253,Development.Time,1,single,DevTime,any
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c321,15.9,43,1.29614814,Development.Time,2,mix,DevTime,any
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c55,12,30,5.923681288,Female.Longevity,1,single,Longevity,F
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c55,14.2,31,7.668115805,Female.Longevity,2,mix,Longevity,F
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c55,13.1,25,7.348469228,Female.Longevity,2,mix,Longevity,F
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c56,12,30,6.462197769,Male.Longevity,1,single,Longevity,M
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c56,12.1,31,8.215838363,Male.Longevity,2,mix,Longevity,M
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c56,12.2,25,8.328265125,Male.Longevity,2,mix,Longevity,M
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c57,20.2,30,6.462197769,Egg.Production,1,single,Repro,F
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c57,29,31,23.55206997,Egg.Production,2,mix,Repro,F
a28,Chinajariyawong,Journal of the Australian Entomological Society,1987,Deraeocoris_signatus,Terrestrial,Secondary.Consumer,N,c57,38.5,25,43.60091742,Egg.Production,2,mix,Repro,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c58,3.8,30,1.615549442,Life.Span,1,single,Longevity,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c58,5.7,30,2.100214275,Life.Span,2,mix,Longevity,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c58,5.6,30,1.884807682,Life.Span,2,mix,Longevity,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c59,3.6,30,1.507846146,Life.Span,1,single,Longevity,M
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c59,5.4,30,2.100214275,Life.Span,2,mix,Longevity,M
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c59,5.3,30,0.199251098,Life.Span,2,mix,Longevity,M
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c60,0.9,13,0.727461339,Fecundity,1,single,Repro,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c60,3.5,18,3.834488232,Fecundity,2,mix,Repro,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c60,3.5,16,0.580947502,Fecundity,2,mix,Repro,F
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c353,7.6,16,0.697137002,Development.Time,1,single,DevTime,any
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c353,6.6,25,0.685857128,Development.Time,2,mix,DevTime,any
a29,Chinajariyawong,Journal of the Australian Entomological Society,1990,Campylomma_livida,Terrestrial,Secondary.Consumer,N,c353,6.2,24,2.925457229,Development.Time,2,mix,DevTime,any
a30,Choi,PLOS One,2014,Daphnia_magna,Marine,Primary.Consumer,N,c61,3.18,200,0.05,Body.Length,1,single,Size,any
a30,Choi,PLOS One,2014,Daphnia_magna,Marine,Primary.Consumer,N,c61,2.78,200,0.07,Body.Length,1,single,Size,any
a30,Choi,PLOS One,2014,Daphnia_magna,Marine,Primary.Consumer,N,c61,2.99,200,0.07,Body.Length,2,mix,Size,any
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_albidipennis,Terrestrial,Secondary.Consumer,N,c62,50.9,15,14.21829807,Female.Longevity,1,single,Longevity,F
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_albidipennis,Terrestrial,Secondary.Consumer,N,c62,40.5,15,12.72163512,Female.Longevity,1,single,Longevity,F
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_albidipennis,Terrestrial,Secondary.Consumer,N,c62,50.5,15,7.109149035,Female.Longevity,2,mix,Longevity,F
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_albidipennis,Terrestrial,Secondary.Consumer,N,c63,44.5,15,12.34746938,Male.Longevity,1,single,Longevity,M
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_albidipennis,Terrestrial,Secondary.Consumer,N,c63,40.5,15,9.728309206,Male.Longevity,1,single,Longevity,M
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_albidipennis,Terrestrial,Secondary.Consumer,N,c63,43.5,15,10.47664068,Male.Longevity,2,mix,Longevity,M
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_laevigatus,Terrestrial,Secondary.Consumer,N,c64,57,15,7.857480512,Female.Longevity,1,single,Longevity,F
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_laevigatus,Terrestrial,Secondary.Consumer,N,c64,57.4,15,15.34079529,Female.Longevity,1,single,Longevity,F
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_laevigatus,Terrestrial,Secondary.Consumer,N,c64,58.7,15,6.360817558,Female.Longevity,2,mix,Longevity,F
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_laevigatus,Terrestrial,Secondary.Consumer,N,c65,41.9,15,8.979977728,Male.Longevity,1,single,Longevity,M
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_laevigatus,Terrestrial,Secondary.Consumer,N,c65,45.6,15,4.864154603,Male.Longevity,1,single,Longevity,M
a31,Cocuzza,Entomologia Experimentalis et Applicata,1997,Orius_laevigatus,Terrestrial,Secondary.Consumer,N,c65,43.3,15,10.85080642,Male.Longevity,2,mix,Longevity,M
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_marcuzzii,Marine,Primary.Consumer,N,c66,82.27745466,15,19.59246228,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_marcuzzii,Marine,Primary.Consumer,N,c66,115.212761,21,21.29621756,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_marcuzzii,Marine,Primary.Consumer,N,c66,117.3972838,21,17.03697405,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_marcuzzii,Marine,Primary.Consumer,N,c66,110.5321753,21,21.29621756,Growth.Rate,4,mix,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,119.4707029,14,25.03027332,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,101.0599207,14,17.87876666,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,148.1028879,22,29.5405706,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,100.932571,20,19.45293743,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,78.55564252,9,23.8429394,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,105.2035605,7,10.93160712,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,158.3258825,21,19.95829269,Growth.Rate,5,mix,Size,any
a32,Cruz-Rivera,Oecologia,2000,Cymadusa_compta,Marine,Secondary.Consumer,N,c67,145.3051749,23,27.90991196,Growth.Rate,6,mix,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,157.985861,16,18.44299036,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,160.4734304,23,26.0581656,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,174.8601372,24,41.8688529,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,142.4209077,24,22.83755613,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,114.7436378,24,19.03129677,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,77.6475977,18,24.84548605,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,198.1801997,21,32.72343759,Growth.Rate,5,mix,Size,any
a32,Cruz-Rivera,Oecologia,2000,Ampithoe_valida,Marine,Secondary.Consumer,N,c68,202.3544765,22,32.73306072,Growth.Rate,6,mix,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,45.08774137,10,12.83099566,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,46.1167369,14,16.60698911,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,72.4756274,21,8.829507996,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,48.174099,19,12.5632759,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,58.41436568,22,13.56988891,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,74.94622303,20,7.172073487,Growth.Rate,1,single,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,74.90345305,22,12.05956142,Growth.Rate,5,mix,Size,any
a32,Cruz-Rivera,Oecologia,2000,Gammarus_mucronatus,Marine,Secondary.Consumer,N,c69,83.87005472,23,9.257515979,Growth.Rate,6,mix,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,86.52757741,18,27.75188618,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,46.4565531,13,23.30965787,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,25.47648113,14,10.78287161,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,15.33839593,8,11.87121353,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,69.85557335,13,23.31295299,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,69.43798849,17,17.943783,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,68.64467238,16,21.72117552,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,98.62422119,17,28.41479462,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,83.07275235,19,23.79435562,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,78.91592815,20,19.55793045,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,72.51803351,17,16.44846775,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,66.7327235,15,15.38257358,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,56.22271192,15,23.7750096,Growth.Rate,1,single,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,106.8941135,17,17.93617325,Growth.Rate,4,mix,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,84.6146773,19,17.43816327,Growth.Rate,3,mix,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,97.83375874,18,18.49210618,Growth.Rate,5,mix,Size,any
a33,Cruz-Rivera,Marine Ecology Progress Series,2001,Ampithoe_longimana,Marine,Primary.Consumer,N,c70,91.80779048,19,17.43816327,Growth.Rate,11,mix,Size,any
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,31.39342,20,1.803155,Egg.Production,1,single,Repro,F
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,17.90983,20,2.062877,Egg.Production,1,single,Repro,F
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,15.90161,20,1.735594,Egg.Production,1,single,Repro,F
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,27.18578,20,2.240647,Egg.Production,2,mix,Repro,F
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,19.58333,20,2.186646,Egg.Production,2,mix,Repro,F
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,20.63522,20,2.186647,Egg.Production,2,mix,Repro,F
a34,Dayras,Journal of the World Aquaculture Society,2020,Paracyclopina_nana,Marine,Primary.Consumer,N,c71,28.40505,20,1.949674,Egg.Production,3,mix,Repro,F
a35,Deng,Aquaculture International,2013,Pinctada_maxima,Marine,Primary.Consumer,N,c72,226.52,90,4.72,Shell.Length,1,single,Size,any
a35,Deng,Aquaculture International,2013,Pinctada_maxima,Marine,Primary.Consumer,N,c72,176.48,90,6.64,Shell.Length,1,single,Size,any
a35,Deng,Aquaculture International,2013,Pinctada_maxima,Marine,Primary.Consumer,N,c72,186.75,90,5.53,Shell.Length,1,single,Size,any
a35,Deng,Aquaculture International,2013,Pinctada_maxima,Marine,Primary.Consumer,N,c72,210.78,90,5.86,Shell.Length,2,mix,Size,any
a35,Deng,Aquaculture International,2013,Pinctada_maxima,Marine,Primary.Consumer,N,c72,212.15,90,5.32,Shell.Length,2,mix,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c73,0.479069767,11,0.338290168,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c73,0.674418605,11,0.529497655,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c73,0.28372093,11,0.235332291,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c73,1.153488372,11,0.455956314,Prop.Mass.Change,3,mix,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c74,1.246511628,4,0.59614772,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c74,0.344186047,4,0.515587217,Prop.Mass.Change,1,single,Size,any
a36,Douglass,Ecology Letters,2008,Panopeus_herbstii,Marine,Secondary.Consumer,N,c74,0.534883721,4,0.257793609,Prop.Mass.Change,1,single,Size,any
